0.0,0.0,-10.610756625759596,-10.178610046287556,-9.789400617214879,0.0,0.0,-9.651373451997339,-9.526061715297999,-9.251908253933038,0.0,0.0,-8.555614963257108,-8.439402393484405,-8.183677237608885,0.0,0.0,-7.66539051982635,-7.683455437386589,-7.286503402157179,0.0,0.0,-7.213210109472996,-7.016505109128952,-7.048983593508592
-10.42093621117084,-11.964976071015538,-11.92762361473008,-10.446184798417873,-10.311262111126862,-10.717655945056883,-10.528726195007877,-9.677631057482378,-10.577652198180433,-10.215408432523414,-9.579984346843167,-10.007764229913823,-9.712055487830682,-8.363753312041492,-9.3111201076724,-8.249899298582484,-8.479142941091334,-8.378820501754834,-8.402111240931275,-8.359297752253056,-8.297680510163731,-8.251669740925724,-8.261488495128235,-7.644943274949402,-8.236257477294036
-10.870751603636437,-10.018429438696012,-8.65011409136755,-8.462943660509456,-9.262377817049916,-9.197174013451606,-8.37128274184873,-8.532277794887586,-7.696664237892072,-8.031021374135532,-7.549025597297611,-7.688659707750493,-7.911400478287888,-7.652974212490321,-7.710001853069062,-7.867054666478167,-7.644234363573938,-7.51100213295927,-7.587301848855769,-7.614062952946698,-7.548770275782815,-7.593585341990772,-7.644000226515697,-7.71660816869975,-7.569903529853206
-10.61452783064172,-8.520828535724497,-9.475506632571449,-8.73007323062772,-8.51567446862597,-10.25981530311143,-9.395623345851494,-8.673926710048178,-8.759266082956177,-8.836162983203995,-10.66539123108496,-8.52093450656166,-7.644959272869431,-8.51717015164991,-8.584430468967726,-9.193101922279135,-8.538014210472756,-8.154946924885211,-8.537307090460379,-8.677574244883568,-8.823051263355154,-8.545322888777747,-8.61459699724052,-8.591892805923797,-9.01204076194726
-9.579069300494487,-10.672687411878503,-9.204059369948386,-9.96217691249071,-9.376995347135875,-9.506447142697972,-10.104892430247176,-9.62377612836205,-8.97600991690175,-8.924421370553304,-9.635639690943359,-9.636537641676565,-9.03481859816753,-8.928193158877342,-9.11684083116713,-9.297395659725725,-9.007924875760335,-7.500140223125285,-8.892313719876418,-8.95105993639636,-9.569425010600373,-8.900635545823473,-9.010079290875833,-8.906983278281036,-8.878161297570136
-10.537457352209183,-9.67201361943866,-10.309033080157812,-8.471056165172103,-8.82171440736693,-9.95874336379342,-9.341069816689775,-8.645259528542926,-7.979413931343695,-8.231952543823665,-10.185680244760373,-7.859228071934307,-8.205922712711926,-8.102033773893549,-8.18811046373539,-9.749872169165219,-8.901685499813452,-7.574836830562195,-8.004954833177436,-8.142535828040494,-9.73080626010087,-9.76719736922563,-8.334873526478205,-9.461458018824386,-9.295501212881067
-10.854634459828608,-11.76620190912096,-10.661872589012102,-10.79545563942354,-10.38692470667734,-11.149315442229502,-9.736592625287937,-10.072045149969837,-9.78992238684999,-9.733646903861912,-9.95147468799777,-10.330273184150041,-7.841027280081219,-9.823101133019595,-9.614575390662212,-10.330505833988827,-9.593034311569228,-9.356418571651764,-9.588546959364683,-9.62663099612734,-10.24044330264781,-10.207996491876472,-9.639223297330629,-9.713240431303493,-9.939588548563533
-11.208031544333231,-10.804646276072784,-9.282721287038187,-9.632406617893611,-9.484782792698416,-10.075141577289232,-9.822459905536984,-9.487622695409076,-9.157348198197983,-9.247970446860482,-11.2123924213202,-9.078928819133772,-8.62649495545314,-8.350708935901341,-8.839142836921383,-10.73020049957596,-8.309030555131779,-8.872948178176031,-8.054833121227585,-8.524990004104616,-10.633777434475611,-9.319752333721297,-9.116711923288305,-9.533304395810774,-8.431132725686231
-11.391307125219612,-10.682516187475192,-10.080134438680124,-10.365218537123042,-11.187563611536534,-10.119635348474253,-10.575724188858787,-10.297770878272166,-10.26918330728814,-10.117703164532934,-11.299419984227667,-10.062356381848582,-8.407474900102535,-10.195802200400518,-10.06814434960425,-11.02425397498794,-10.336016627369105,-10.380978374792829,-10.592471264759121,-10.439740758349929,-11.806435940415748,-10.730858621973853,-10.082817677639454,-10.234664985243237,-11.73237911568224
-11.605819363539755,-12.168570972193953,-10.750454309431161,-10.28849544829664,-10.818926919952618,-11.311148697692062,-10.110864213151745,-11.198509983494102,-10.617097379894075,-11.175019752787378,-11.84672692443994,-10.045518352321908,-10.404499683423882,-10.021676049385425,-10.300102453271442,-11.46872207180749,-11.09185238285283,-9.98919344887849,-9.930757917945828,-10.941731500069178,-11.682307623238884,-12.816110133441414,-9.033409587957138,-10.817043060320065,-11.22749791707951
